id_employee;age;nombre_experiences_precedentes;annees_dans_l_entreprise;satisfaction_employee_environnement;satisfaction_employee_nature_travail;satisfaction_employee_equipe;satisfaction_employee_equilibre_pro_perso;note_evaluation_actuelle;augementation_salaire_precedente;a_quitte_l_entreprise;nombre_participation_pee;nb_formations_suivies;nombre_employee_sous_responsabilite;distance_domicile_travail;niveau_education;annees_depuis_la_derniere_promotion;genre_M;statut_marital_Divorcé(e);statut_marital_Marié(e);departement_Consulting;departement_Ressources Humaines;poste_Consultant;poste_Directeur Technique;poste_Manager;poste_Représentant Commercial;poste_Senior Manager;poste_Tech Lead;domaine_etude_Entrepreunariat;domaine_etude_Infra & Cloud;domaine_etude_Marketing;domaine_etude_Ressources Humaines;domaine_etude_Transformation Digitale;frequence_deplacement_Frequent;ratio_surcharge_anciennete;satisfaction_globale_moyenne;delta_evaluation;tension_salaire
140;59;9;3;3;4;4;3;4;0.21;0;1;3;1;2;4;2;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.5;2;0.00010082249933669408
141;50;3;8;1;2;1;2;3;0.19;0;0;1;1;1;3;0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.1111111111111111;1.5;0;6.052935673801795e-05
142;25;1;6;3;3;4;3;3;0.11;1;0;1;1;5;3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.14285714285714285;3.25;1;0.0003307223672758921
143;25;1;2;4;4;3;3;3;0.11;0;2;2;1;7;1;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;1;0.000657439446366782
144;22;1;0;2;4;3;3;3;0.15;0;0;5;1;15;3;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.0005222841225626741
145;51;3;13;1;1;3;2;4;0.2;0;0;1;1;1;4;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.75;2;0.0002672010688042752
147;34;1;9;1;3;4;3;4;0.24;1;0;3;1;7;3;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.1;2.75;3;0.00026337448559670784
148;54;2;5;4;4;3;3;3;0.12;0;0;3;1;26;3;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666666;3.5;-1;0.00010387212187662301
150;24;0;5;2;3;3;3;3;0.12;0;1;2;1;18;1;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0006486486486486486
151;34;6;1;3;2;3;3;3;0.15;0;1;3;1;6;4;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.00033288948069241014
152;37;2;5;3;4;1;3;3;0.12;0;0;3;1;3;3;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.00024229371382420244
153;34;2;11;3;1;4;3;3;0.12;0;0;6;1;5;3;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.0001547455295735901
154;36;0;9;2;4;3;3;3;0.14;0;1;6;1;11;2;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0;0.0001642879145702844
155;36;5;1;1;4;1;3;4;0.22;0;1;2;1;3;2;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.0006346967559943582
158;43;1;25;3;4;4;4;3;0.12;0;2;3;1;26;2;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.038461538461538464;3.75;0;0.00010613207547169811
159;30;1;10;1;3;3;2;4;0.25;0;3;2;1;23;3;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.25;3;0.0005738332058148432
160;33;0;7;3;2;1;4;3;0.13;0;1;2;1;22;2;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0;0.00027655767040832925
161;56;9;5;2;2;1;3;3;0.18;1;3;2;1;14;4;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.0;0;0.00024174053182917006
162;51;7;20;1;3;3;3;3;0.13;0;0;5;1;6;3;15;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;8.700992936841028e-05
163;31;4;7;2;3;2;2;3;0.18;1;0;3;1;6;4;7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.125;2.25;2;0.000194394945731411
164;26;1;5;3;2;3;2;3;0.19;0;0;3;1;6;3;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;1;0.00046433094132545383
165;58;1;40;4;4;4;2;3;0.12;1;1;3;1;23;4;15;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;0;0.00017453699214583536
167;19;1;0;4;3;4;2;3;0.19;1;0;2;1;22;1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.25;0;0.0006563245823389022
169;22;0;2;3;4;3;3;3;0.14;0;1;2;1;2;1;2;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.0006339144215530902
170;49;1;15;3;1;3;2;3;0.14;0;0;2;1;20;4;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;0;0.00024360535931790498
171;43;4;3;2;3;4;3;3;0.12;0;0;2;1;28;3;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;-1;0.00037974683544303797
174;50;4;2;3;4;4;3;3;0.11;0;0;3;1;12;3;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.5;0;0.0002063199044413074
175;31;3;2;2;3;3;3;3;0.11;1;1;2;1;20;3;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;2.75;2;0.00041666666666666664
176;41;3;9;3;3;3;3;3;0.13;0;1;2;1;9;1;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1;3.0;0;0.00020757020757020757
177;26;1;8;3;3;4;3;4;0.23;0;1;3;1;25;1;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;1;0.0005776418620455317
178;36;6;3;2;2;4;3;4;0.2;0;2;0;1;6;2;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.0004046944556859571
179;51;2;4;1;4;4;3;3;0.15;1;0;2;1;8;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;2;0.0001408318467749507
182;39;4;15;4;3;3;4;3;0.14;0;1;1;1;4;4;5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.5;1;0.00027104861934609516
183;25;2;2;1;3;4;3;3;0.18;0;0;3;1;28;3;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.00013888888888888892
184;30;0;11;3;4;4;1;3;0.19;0;0;2;1;9;3;4;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.08333333333333333;3.0;0;0.00017328292375551357
190;32;7;5;1;1;1;4;4;0.22;1;0;2;1;9;3;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.75;1;0.0004284694120447512
192;45;5;6;3;4;2;2;3;0.13;0;0;2;1;29;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0004923255140457573
193;38;3;3;4;3;2;3;4;0.2;0;0;2;1;3;5;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;3.0;1;0.0004631773969430292
194;30;1;5;1;3;3;2;3;0.14;0;0;4;1;18;3;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0006076718571971135
195;32;0;8;4;4;4;4;3;0.17;0;3;2;1;9;2;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;2;0.00027843221246519594
197;30;5;3;4;1;4;3;3;0.14;0;1;3;1;5;3;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0004992199687987519
198;30;0;5;2;4;4;3;3;0.13;0;0;3;1;2;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.0006247703050349136
199;41;4;7;4;1;2;2;3;0.13;0;1;2;1;10;3;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.25;1;9.894075194971481e-05
200;41;2;5;3;1;4;3;4;0.21;0;1;2;1;9;4;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0008485931219294327
201;19;1;1;2;2;4;3;3;0.14;0;0;3;1;3;1;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0010781671159029648
202;40;1;20;2;2;1;3;3;0.11;0;1;2;1;26;3;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0;0.00033892258294684267
204;35;1;10;3;2;1;3;3;0.13;0;2;3;1;1;5;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.25;0;0.00023300438596491227
205;53;2;7;2;3;4;1;4;0.2;0;1;3;1;6;2;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.125;2.5;1;0.0008669267446900737
206;45;8;17;2;2;3;1;3;0.18;0;1;2;1;9;3;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0005108556832694764
207;32;1;9;2;4;4;3;3;0.14;0;0;2;1;8;3;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.25;0;0.00017779753305922878
208;29;1;10;4;3;1;3;3;0.13;0;1;1;1;1;1;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0003935185185185185
211;51;2;1;2;3;3;3;3;0.17;0;0;2;1;7;4;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.00021196804174139895
214;58;4;1;2;2;2;2;4;0.2;0;1;3;1;9;3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;2.0;2;0.0005975500448162533
215;40;7;12;3;4;1;2;3;0.11;0;1;2;1;4;4;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;1;0.00017501842299189388
216;34;6;4;3;3;4;3;3;0.18;0;1;3;1;2;4;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.25;0;0.0005376344086021506
217;22;1;2;3;4;1;3;4;0.24;0;2;6;1;19;1;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.0006884681583476765
218;27;6;2;4;2;4;1;3;0.18;0;1;1;1;9;3;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0005925925925925927
221;28;1;5;3;4;3;1;3;0.11;0;1;2;1;21;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0007000736919675755
223;57;3;5;3;4;2;1;3;0.16;0;1;2;1;24;2;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.5;-1;0.0001483050847457627
224;27;1;1;3;3;4;2;3;0.15;0;1;2;1;3;3;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;3.0;1;0.000584339696143358
226;50;3;5;3;2;2;3;3;0.15;0;0;5;1;11;3;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;7.527475284789482e-05
227;41;4;9;1;3;1;3;3;0.12;0;1;2;1;14;3;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.000734094616639478
228;30;2;10;2;4;3;3;3;0.12;0;1;2;1;5;3;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0001910828025477707
230;38;4;8;1;4;3;4;4;0.22;0;0;2;1;1;4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2;0.00020720617013928857
231;32;3;5;3;3;1;3;4;0.2;0;0;2;1;6;5;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;1;0.0006581112207963146
233;27;0;5;3;2;4;2;3;0.16;0;1;3;1;17;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.75;0;0.00045766590389016015
235;19;0;0;3;1;1;4;4;0.21;1;0;5;1;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.25;3;0.0008168529664660361
238;36;4;8;4;2;3;2;3;0.12;0;0;3;1;3;2;7;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.75;0;0.000861656294877932
239;30;1;12;3;1;3;3;3;0.11;0;2;4;1;9;3;6;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.0006182883176049463
240;45;4;5;3;1;1;4;3;0.11;0;1;3;1;4;2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.25;0;0.00037946874375873775
241;56;4;2;3;1;3;3;3;0.18;0;1;3;1;8;3;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;2.5;0;0.0002818224518553312
242;33;0;3;3;4;1;4;3;0.14;0;0;2;1;2;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0006397441023590564
243;19;1;1;2;4;3;2;4;0.22;1;0;3;1;2;3;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;2;0.0016319129646418856
244;46;1;24;2;1;3;3;4;0.25;0;3;2;1;1;2;15;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.25;1;0.00014348574708245647
245;38;1;2;3;4;3;3;3;0.12;0;0;3;1;9;2;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.0007863695937090433
246;31;8;4;3;4;3;3;4;0.23;0;1;0;1;12;1;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2;3.25;1;0.00043256997455470733
247;34;2;3;4;2;4;3;3;0.15;0;0;3;1;27;2;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0006487889273356401
248;41;1;4;2;2;4;2;4;0.22;1;0;5;1;20;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;2.5;1;0.0005730659025787965
249;50;2;3;3;3;4;2;3;0.15;0;1;2;1;1;3;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1;0.000406393931183961
250;53;1;4;4;1;3;3;3;0.11;0;2;3;1;13;2;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;-1;0.0004268703662098405
252;33;1;8;4;2;4;3;3;0.13;0;1;5;1;14;3;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0006166122597025752
253;40;1;20;4;3;2;3;3;0.14;0;1;2;1;4;1;9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;8.406010297362613e-05
254;55;8;24;3;2;4;3;3;0.11;0;0;3;1;14;4;2;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1;0.00010147946376114938
256;34;1;10;4;3;3;2;3;0.17;0;0;2;1;2;1;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;1;0.0001361541684122329
258;51;3;7;4;2;3;3;3;0.18;0;0;6;1;3;3;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;8.736803785948308e-05
259;52;0;33;3;3;1;3;3;0.14;0;1;5;1;1;4;11;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;1;7.999999999999999e-05
260;27;1;7;4;2;4;2;3;0.16;0;0;2;1;9;3;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.0006140350877192982
261;35;3;1;2;3;1;3;3;0.13;1;0;1;1;23;2;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.25;1;0.00028730775730944735
262;43;4;5;4;4;4;4;3;0.14;0;3;3;1;7;3;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;-1;0.0007655502392344497
264;45;9;20;1;4;4;3;4;0.23;0;1;1;1;2;2;11;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2;0.00010123265646400284
267;37;1;8;2;1;1;2;3;0.12;0;1;3;1;21;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111;1.5;-1;0.0005049088359046284
269;35;5;6;2;2;4;3;3;0.11;0;0;5;1;2;3;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.75;0;0.0004292815183009489
270;42;2;5;3;3;2;3;3;0.16;0;1;5;1;21;2;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.00026585643752373715
271;38;9;1;4;3;2;3;3;0.14;0;0;3;1;2;4;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00024412572474824532
273;38;3;7;4;4;1;1;3;0.18;0;1;3;1;29;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00019163206643244972
274;27;5;2;3;1;3;3;3;0.19;0;1;1;1;1;1;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.5;1;0.00025587345894394046
275;49;1;7;4;4;1;3;3;0.15;0;2;0;1;18;4;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.125;3.0;0;0.0002204261572373255
277;34;1;5;4;3;4;4;3;0.17;0;1;4;1;10;4;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.16666666666666666;3.75;0;0.000340670859538784
281;40;8;7;3;4;3;4;3;0.15;0;1;2;1;19;2;3;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.125;3.5;0;0.0005470459518599562
282;38;7;1;2;1;2;3;3;0.19;1;0;2;1;29;1;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;2.0;0;0.00016481869943062632
283;29;1;10;2;4;4;2;4;0.22;1;3;3;1;27;3;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1;0.00023560209424083767
284;22;1;4;4;2;1;2;3;0.16;0;1;2;1;5;3;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2;2.25;-1;0.00060111635895234
286;36;1;8;2;4;1;3;3;0.13;0;0;2;1;18;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.5;0;0.0007892293407613742
287;40;9;3;4;4;4;1;3;0.14;0;1;5;1;9;5;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;1;0.00032807053516506045
288;46;7;4;4;1;3;3;3;0.16;0;1;3;1;1;4;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0001489837182079387
291;32;1;14;4;4;3;2;3;0.11;1;0;2;1;4;4;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;2;0.00018267474281319102
292;30;1;11;3;3;3;3;4;0.22;0;0;2;1;1;1;5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2;0.00021238938053097343
293;27;1;7;4;3;4;3;3;0.14;0;0;2;1;20;3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.5;0;0.00016028851933480264
